img_id,image_name,img_height,img_width,img_ratio,image_path,mask_path,mosaic_idx,mosaic_position
21,zanzibar_4_28_11,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_28_11.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_28_11.png,15,up_left
22,zanzibar_4_25_19,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_25_19.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_25_19.png,16,up_left
23,zanzibar_4_14_11,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_14_11.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_14_11.png,17,up_left
24,zanzibar_4_13_26,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_13_26.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_13_26.png,18,down_right
25,zanzibar_4_20_14,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_20_14.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_20_14.png,19,down_right
26,zanzibar_4_18_27,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_18_27.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_18_27.png,6,down_left
27,zanzibar_4_41_27,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_41_27.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_41_27.png,20,up_right
28,zanzibar_4_32_30,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_32_30.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_32_30.png,21,down_left
29,zanzibar_4_06_17,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_06_17.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_06_17.png,22,up_left
30,zanzibar_4_39_14,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_39_14.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_39_14.png,151,
31,zanzibar_4_26_30,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_26_30.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_26_30.png,23,up_left
32,zanzibar_4_23_09,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_23_09.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_23_09.png,24,down_left
33,zanzibar_4_07_35,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_07_35.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_07_35.png,25,up_right
34,zanzibar_4_36_29,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_36_29.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_36_29.png,26,up_right
35,zanzibar_4_39_22,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_39_22.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_39_22.png,152,
36,zanzibar_4_21_09,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_21_09.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_21_09.png,153,
37,zanzibar_4_27_32,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_27_32.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_27_32.png,154,
38,zanzibar_4_18_09,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_18_09.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_18_09.png,27,up_left
39,zanzibar_4_14_12,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_14_12.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_14_12.png,17,up_right
40,zanzibar_4_38_25,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_38_25.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_38_25.png,28,up_left
41,zanzibar_4_30_16,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_30_16.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_30_16.png,155,
42,zanzibar_4_24_17,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_24_17.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_24_17.png,156,
43,zanzibar_4_26_18,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_26_18.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_26_18.png,0,up_right
44,zanzibar_4_15_32,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_15_32.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_15_32.png,29,down_left
45,zanzibar_4_25_10,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_25_10.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_25_10.png,157,
46,zanzibar_4_38_29,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_38_29.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_38_29.png,30,up_left
47,zanzibar_4_23_30,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_23_30.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_23_30.png,124,down_right
48,zanzibar_4_16_26,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_16_26.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_16_26.png,31,up_right
49,zanzibar_4_43_25,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_43_25.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_43_25.png,158,
50,zanzibar_4_41_29,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_41_29.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_41_29.png,32,up_left
51,zanzibar_4_35_33,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_35_33.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_35_33.png,33,up_left
52,zanzibar_4_13_17,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_13_17.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_13_17.png,34,down_right
53,zanzibar_4_34_21,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_34_21.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_34_21.png,14,down_right
54,zanzibar_4_07_33,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_07_33.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_07_33.png,159,
55,zanzibar_4_31_32,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_31_32.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_31_32.png,160,
56,zanzibar_4_15_34,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_15_34.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_15_34.png,35,up_left
57,zanzibar_4_07_27,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_07_27.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_07_27.png,36,up_left
58,zanzibar_4_11_21,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_11_21.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_11_21.png,161,
59,zanzibar_4_34_25,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_34_25.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_34_25.png,37,down_right
60,zanzibar_4_23_23,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_23_23.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_23_23.png,162,
61,zanzibar_4_43_29,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_43_29.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_43_29.png,163,
62,zanzibar_4_31_06,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_31_06.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_31_06.png,38,up_left
63,zanzibar_4_33_04,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_33_04.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_33_04.png,39,up_left
64,zanzibar_4_15_22,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_15_22.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_15_22.png,40,up_left
65,zanzibar_4_12_34,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_12_34.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_12_34.png,164,
66,zanzibar_4_20_17,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_20_17.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_20_17.png,41,up_left
67,zanzibar_4_25_32,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_25_32.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_25_32.png,12,down_right
68,zanzibar_4_26_27,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_26_27.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_26_27.png,42,down_left
69,zanzibar_4_29_27,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_29_27.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_29_27.png,43,up_left
70,zanzibar_4_15_24,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_15_24.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_15_24.png,165,
71,zanzibar_4_39_18,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_39_18.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_39_18.png,44,up_right
72,zanzibar_4_33_26,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_33_26.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_33_26.png,166,
73,zanzibar_4_40_33,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_40_33.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_40_33.png,45,up_right
74,zanzibar_4_28_31,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_28_31.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_28_31.png,46,up_left
75,zanzibar_4_34_08,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_34_08.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_34_08.png,47,up_left
76,zanzibar_4_23_36,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_23_36.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_23_36.png,48,down_right
77,zanzibar_4_38_15,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_38_15.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_38_15.png,49,down_left
78,zanzibar_4_19_10,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_19_10.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_19_10.png,27,down_right
79,zanzibar_4_22_16,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_22_16.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_22_16.png,5,up_left
80,zanzibar_4_25_30,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_25_30.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_25_30.png,129,down_right
81,zanzibar_4_20_34,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_20_34.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_20_34.png,50,down_left
82,zanzibar_4_13_33,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_13_33.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_13_33.png,136,down_right
83,zanzibar_4_41_25,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_41_25.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_41_25.png,167,
84,zanzibar_4_20_12,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_20_12.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_20_12.png,168,
85,zanzibar_4_30_33,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_30_33.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_30_33.png,169,
86,zanzibar_4_08_26,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_08_26.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_08_26.png,54,down_right
87,zanzibar_4_35_23,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_35_23.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_35_23.png,126,down_right
88,zanzibar_4_22_04,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_22_04.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_22_04.png,170,
89,zanzibar_4_38_18,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_38_18.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_38_18.png,11,down_right
90,zanzibar_4_20_22,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_20_22.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_20_22.png,171,
91,zanzibar_4_38_12,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_38_12.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_38_12.png,51,down_right
92,zanzibar_4_30_22,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_30_22.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_30_22.png,52,up_left
93,zanzibar_4_22_10,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_22_10.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_22_10.png,24,up_right
94,zanzibar_4_36_14,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_36_14.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_36_14.png,172,
95,zanzibar_4_21_05,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_21_05.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_21_05.png,173,
96,zanzibar_4_08_29,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_08_29.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_08_29.png,53,up_left
97,zanzibar_4_07_25,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_07_25.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_07_25.png,54,up_left
98,zanzibar_4_14_31,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_14_31.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_14_31.png,174,
99,zanzibar_4_34_15,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_34_15.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_34_15.png,55,up_left
100,zanzibar_4_29_21,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_29_21.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_29_21.png,78,up_right
101,zanzibar_4_34_29,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_34_29.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_34_29.png,175,
102,zanzibar_4_18_28,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_18_28.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_18_28.png,6,down_right
103,zanzibar_4_28_01,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_28_01.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_28_01.png,176,
104,zanzibar_4_08_35,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_08_35.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_08_35.png,25,down_right
105,zanzibar_4_24_06,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_24_06.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_24_06.png,56,up_left
106,zanzibar_4_10_19,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_10_19.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_10_19.png,177,
107,zanzibar_4_40_21,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_40_21.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_40_21.png,178,
108,zanzibar_4_01_17,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_01_17.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_01_17.png,57,up_right
109,zanzibar_4_32_13,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_32_13.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_32_13.png,58,up_left
110,zanzibar_4_08_28,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_08_28.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_08_28.png,36,down_right
111,zanzibar_4_13_32,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_13_32.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_13_32.png,136,down_left
112,zanzibar_4_27_11,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_27_11.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_27_11.png,179,
113,zanzibar_4_32_32,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_32_32.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_32_32.png,180,
114,zanzibar_4_38_19,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_38_19.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_38_19.png,181,
115,zanzibar_4_24_13,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_24_13.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_24_13.png,59,down_left
116,zanzibar_4_27_03,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_27_03.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_27_03.png,182,
117,zanzibar_4_24_30,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_24_30.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_24_30.png,129,up_right
118,zanzibar_4_24_34,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_24_34.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_24_34.png,3,up_left
119,zanzibar_4_21_31,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_21_31.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_21_31.png,60,up_left
120,zanzibar_4_07_23,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_07_23.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_07_23.png,61,up_left
121,zanzibar_4_33_05,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_33_05.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_33_05.png,39,up_right
122,zanzibar_4_30_01,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_30_01.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_30_01.png,183,
123,zanzibar_4_16_30,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_16_30.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_16_30.png,62,up_left
124,zanzibar_4_19_19,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_19_19.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_19_19.png,8,down_left
125,zanzibar_4_28_10,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_28_10.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_28_10.png,184,
126,zanzibar_4_13_11,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_13_11.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_13_11.png,135,down_right
127,zanzibar_4_06_11,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_06_11.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_06_11.png,63,up_left
128,zanzibar_4_34_30,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_34_30.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_34_30.png,185,
129,zanzibar_4_16_14,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_16_14.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_16_14.png,64,up_left
130,zanzibar_4_18_17,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_18_17.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_18_17.png,186,
131,zanzibar_4_33_18,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_33_18.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_33_18.png,65,up_right
132,zanzibar_4_34_09,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_34_09.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_34_09.png,47,up_right
133,zanzibar_4_08_27,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_08_27.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_08_27.png,36,down_left
134,zanzibar_4_16_13,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_16_13.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_16_13.png,118,up_right
135,zanzibar_4_22_07,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_22_07.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_22_07.png,66,down_left
136,zanzibar_4_29_32,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_29_32.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_29_32.png,46,down_right
137,zanzibar_4_04_27,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_04_27.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_04_27.png,187,
138,zanzibar_4_29_35,1024,1024,1.0,/home/daragaki/considition-challenge/all/Images/zanzibar_4_29_35.jpg,/home/daragaki/Training_dataset/Masks/all/zanzibar_4_29_35.png,67,up_left
